"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210869","Tcea1","21399","transcription elongation factor A (SII) 1",0.556845568287134,10.0297979471266,4.43100117504811,0.000589148440474388,0.0014242390347202,-1.34305635882924
"2","17210887","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",0.458566677357338,8.78839180093164,4.80732219806413,0.000289957291162053,0.000777589136683913,-0.613606773174172
"3","17210953","St18","240690","suppression of tumorigenicity 18",1.09422985502698,5.60732509755752,9.68788643349192,1.56253216879068e-07,1.43136547755733e-06,7.25481084351603
"4","17210984","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",-0.750938667606021,7.6599951349548,-6.60385121820176,1.26895989188205e-05,5.34247274228065e-05,2.63995772636541
"5","17211000","Rrs1","59014","ribosome biogenesis regulator 1",0.651210509949169,8.11911375613117,6.67414365540958,1.13290050784714e-05,4.86887155130003e-05,2.7585963745814
"6","17211004","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",1.65871040811596,7.52108054157943,12.1808724007484,9.05500634887137e-09,1.40177113788342e-07,10.2462565601952
"7","17211043","Sgk3","170755","serum/glucocorticoid regulated kinase 3",0.930471323887252,9.24909421028783,9.82200871686913,1.32192670211129e-07,1.23998580250985e-06,7.43057543845498
"8","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",-1.69454101897434,6.63677000709289,-11.9562569612442,1.14654913310858e-08,1.65917291218684e-07,9.99866908643785
"9","17211286","Ly96","17087","lymphocyte antigen 96",-0.164098913413145,9.94950079857855,-1.3726989454861,0.191742002234643,0.24280835666619,-6.93086380509989
"10","17211396","Tmem14a","75712","transmembrane protein 14A",-0.402709596989972,4.43028375467425,-4.12415186031635,0.00106216520736565,0.0023673481240058,-1.94620477854948
"11","17211416","Khdc1a","368204","KH domain containing 1A",-0.0619150385077232,4.74171553467185,-0.402696720525485,0.693339848726524,0.745611027413499,-7.79024840844482
"12","17211443","Mir30c-2","723964","microRNA 30c-2",0.0289381770913559,4.32238737531866,0.189163908806138,0.852718027927258,0.878526862478453,-7.85744020472649
"13","17211498","Lmbrd1","68421","LMBR1 domain containing 1",0.530601058994922,9.64739695484126,5.44765279204295,9.03823733507403e-05,0.000285892713170161,0.59314921050199
"14","17211587","Dst","13518","dystonin",0.776802250414446,7.36189553335624,5.6983661448835,5.81265298146551e-05,0.000195528377383267,1.05203117177662
"15","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",1.43119022003527,7.07845211070512,8.46121636723101,7.8598168370115e-07,5.16884332278111e-06,5.55700771316025
"16","17211822","Cnnm4","94220","cyclin M4",-0.421231208430196,7.04870648687343,-4.88594605547399,0.000250572735609757,0.000686159746637175,-0.462937767679947
"17","17211832","Cnnm3","94218","cyclin M3",-0.644657218103893,6.15143943322118,-5.5347854172344,7.74519431965232e-05,0.000250888046664625,0.753541734853837
"18","17211939","Inpp4a","269180","inositol polyphosphate-4-phosphatase, type I",0.0766586068821686,7.02447381485022,0.779811786593668,0.448669226366256,0.515135556757425,-7.55793177460091
"19","17211984","4930556I23Rik","102637491","RIKEN cDNA 4930556I23 gene",0.0775922867259324,3.81863307811995,0.659906170300539,0.520175782587578,0.58424692791192,-7.64699920125687
"20","17211998","Mrpl30","107734","mitochondrial ribosomal protein L30",0.443319736987235,6.20683484553036,3.43648014216502,0.00408638877830371,0.00764093482235254,-3.31009957086733
"21","17212045","Gm5099","329123","predicted gene 5099",0.106964478398865,4.77472523699108,0.693081523772112,0.49975661668908,0.564380646897491,-7.62373702416362
"22","17212080","Pdcl3","68833","phosducin-like 3",0.159331586087553,9.19421361475461,1.16939173710014,0.262046665239014,0.319935107284886,-7.17842431861061
"23","17212174","Il1r2","16178","interleukin 1 receptor, type II",-0.222483121969547,6.17549339471723,-1.40378622981162,0.182483059663616,0.23226174005624,-6.89031716310234
"24","17212211","Il1rl1","17082","interleukin 1 receptor-like 1",-2.18442273088071,5.31098056663541,-18.8120591001422,3.12025103380867e-11,1.76353056071205e-09,16.1524435844524
"25","17212252","Il18rap","16174","interleukin 18 receptor accessory protein",-2.36606268272466,5.45768685838882,-17.2001417809768,1.02447748866074e-10,4.29205918501152e-09,14.9233990977975
"26","17212269","Slc9a4","110895","solute carrier family 9 (sodium/hydrogen exchanger), member 4",-0.269521886733425,7.24565511742446,-2.73868740488596,0.0161641563607295,0.0260391128682792,-4.67019793602474
"27","17212318","Mrps9","69527","mitochondrial ribosomal protein S9",-0.115563472637356,7.61295420855201,-0.77623964351445,0.450706474070244,0.51717726223996,-7.56078292523874
"28","17212346","AI597479","98404","expressed sequence AI597479",-0.17787358569353,6.64547983437556,-1.56545483340911,0.140111627116311,0.183437228595677,-6.66879490796229
"29","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",-0.379675146809431,6.91560908147956,-3.99956569160664,0.00135269617313201,0.00291406068796616,-2.19263035252454
"30","17212518","Wdr75","73674","WD repeat domain 75",0.319577675807906,9.34218626432506,2.13277429606961,0.0514016395833395,0.0744913456080762,-5.77181210713519
"31","17212750","Stat1","20846","signal transducer and activator of transcription 1",2.05183731401221,10.6177121327812,17.0569718269758,1.14417423106857e-10,4.69503275228204e-09,14.8088467007092
"32","17212778","Nemp2","227094","nuclear envelope integral membrane protein 2",-0.721828996990298,5.44556152499627,-7.06091396387871,6.1424882381438e-06,2.89761000273382e-05,3.39947462583731
"33","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",-0.683868063872557,7.01631985435609,-6.42787962710937,1.69060275308548e-05,6.81129865079699e-05,2.34002120183544
"34","17212828","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",-0.530815475497032,6.2242876813418,-4.64490320482269,0.000392953928311873,0.00100546941686019,-0.926833567164437
"35","17212874","Coq10b","67876","coenzyme Q10B",1.00698289386384,7.40785381080658,7.18789079872617,5.04602898227023e-06,2.46178824371181e-05,3.60551444908087
"36","17212888","Mob4","19070","MOB family member 4, phocein",0.317359287943457,8.37389000503545,1.74954099421706,0.1023888364771,0.138530153417865,-6.39646036175754
"37","17212904","Mars2","212679","methionine-tRNA synthetase 2 (mitochondrial)",-0.281669964392994,5.74119962400228,-2.65562741940312,0.0190031101793779,0.0301822993331529,-4.82718069177477
"38","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.394837687626426,6.28176702389448,-2.49788434453589,0.0257806274682057,0.0397048172653009,-5.12083456197756
"39","17212935","Maip1","68115","matrix AAA peptidase interacting protein 1",0.597600540663064,7.48764357496104,3.97662578325485,0.00141447581847437,0.0030340582271679,-2.23807522779048
"40","17212947","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",0.84202478476969,5.49348777558942,9.21951085361817,2.84156359031478e-07,2.294313675145e-06,6.62619015511795
"41","17212970","Sgo2a","68549","shugoshin 2A",-0.644046422031951,6.3130768424435,-5.92890291883034,3.90319667453263e-05,0.000138285341674305,1.46675444767776
"42","17213179","Ndufb3","66495","NADH:ubiquinone oxidoreductase subunit B3",-0.592315802184305,6.40897667841208,-4.28209658619899,0.000783309755892731,0.00183098273412148,-1.63496886660957
